alternative,missing function
Earthdata_Search,Search by criteria streamlined to use-based specific needs
Earthdata_Search,"As a user, I can visualize data from a curated list of locations on the map. Original: Interactively view common/popular field and flux tower sites of different research networks on a map."
Earthdata_Search,UI design is responsive (e.g. based on client type).
Earthdata_Search,"As a user, I can make area measurements on the map interface"
SOOT,"As a user, I can search data based on Geospatial areas"
SOOT,Search by criteria streamlined to use-based specific needs
SOOT,"As a user, I can visualize search result footprints on  a map"
SOOT,"As a user, I can visualize search result browse imagery on a map"
SOOT,"As a user, I can visualize search result quicklook imagery on  a map"
SOOT,Visualize environmental indicators on a map and browse imagery
SOOT,"As a user, I can view granule spatial bounds, quicklook, and browse imagery on a polar projection"
SOOT,"As a user, I can visualize data availability on a timeline"
SOOT,"As a user, I can visualize data from a curated list of locations on the map. Original: Interactively view common/popular field and flux tower sites of different research networks on a map."
SOOT,"The UI provides access to data quality information- this may be through look up tables, masks, or user guides. originally: Data  are accompanied by the associated data quality information , decoded out of binary format into a human-readable explanation of the quality interpretation for an observation (Quality Lookup Tables provided)"
SOOT,UI design is responsive (e.g. based on client type).
SOOT,"As a user, I can make area measurements on the map interface"
Airborne_Data_Visualizer,"As a user, I can search data based on Geospatial areas"
Airborne_Data_Visualizer,Search data by Instrument
Airborne_Data_Visualizer,Search data by Mission
Airborne_Data_Visualizer,Search by criteria streamlined to use-based specific needs
Airborne_Data_Visualizer,"As a user, I can refine my search results based on multiple criteria"
Airborne_Data_Visualizer,"As a user, available services (and valid date ranges, etc.) are dynamically listed based on my data and search selections."
Airborne_Data_Visualizer,Dynamically show numbers of files and total size for filter and subset options.
Airborne_Data_Visualizer,Visualize environmental indicators on a map and browse imagery
Airborne_Data_Visualizer,"As a user, I can view granule spatial bounds, quicklook, and browse imagery on a polar projection"
Airborne_Data_Visualizer,"As a user, I can visualize data availability on a timeline"
Airborne_Data_Visualizer,"As a user, I can visualize data from a curated list of locations on the map. Original: Interactively view common/popular field and flux tower sites of different research networks on a map."
Airborne_Data_Visualizer,Ability to re-submit the exact same request
Airborne_Data_Visualizer,"The UI provides access to data quality information- this may be through look up tables, masks, or user guides. originally: Data  are accompanied by the associated data quality information , decoded out of binary format into a human-readable explanation of the quality interpretation for an observation (Quality Lookup Tables provided)"
Airborne_Data_Visualizer,The tool prevents users from applying incompatible combinations
Airborne_Data_Visualizer,UI design is responsive (e.g. based on client type).
Airborne_Data_Visualizer,"As a user, I can make area measurements on the map interface"
Giovanni,"As a user, I can search for data based on Temporal bounds"
Giovanni,Search data by Campaign (e.g flight)
Giovanni,Search by criteria streamlined to use-based specific needs
Giovanni,"As a user, I can visualize search result footprints on  a map"
Giovanni,"As a user, I can visualize search result browse imagery on a map"
Giovanni,"As a user, I can make area measurements on the map interface"
Worldview,"As a user, I can search for data based on Temporal bounds"
Worldview,Search data by Campaign (e.g flight)
Worldview,"As a user, I can visualize search result quicklook imagery on  a map"
Worldview,"As a user, I can visualize data from a curated list of locations on the map. Original: Interactively view common/popular field and flux tower sites of different research networks on a map."
Worldview,Ability to re-submit the exact same request
Worldview,"As a user, I can complete all tasks within the tool UX"
