alternative,missing function
OpenAltimetry,A curated list of locations is supplied to enable common or popular searches Originally: Search for data at common/popular field and flux tower sites
OpenAltimetry,"As a user, available services (and valid date ranges, etc.) are dynamically listed based on my data and search selections."
OpenAltimetry,"As a user, i can view historical searches"
OpenAltimetry,"As a user, I can visualize search result browse imagery on a map"
OpenAltimetry,"As a user, I can customize an existing visualization"
OpenAltimetry,"As a user, i can save my customizations so they persist between sessions"
OpenAltimetry,The UI allows for data spatial subsetting transformations
OpenAltimetry,The UI allows for data spatial subsetting transformations via region
OpenAltimetry,"As a user, I can view my transformation history"
OpenAltimetry,"As a user, I can view my transformation status and progress"
OpenAltimetry,"As a user, I can visualize my customized data within the UI (e.g. transformations applied)"
OpenAltimetry,Ability to re-submit the exact same request
OpenAltimetry,Ability to broker transformation requests to conforming services providers
OpenAltimetry,"As a data provider, I can create discipline-specific portals"
OpenAltimetry,UI design is responsive (e.g. based on client type).
OpenAltimetry,"The candidate/tool can be easily embedded (i.e., without substantial modification) in a web page or application"
Data_Access_Tool,"As a user, I can search for data based on Temporal bounds"
Data_Access_Tool,Search by criteria streamlined to use-based specific needs
Data_Access_Tool,"As a user, I can search for data based on keywords"
Data_Access_Tool,"As a user, I can search for data variables based on keywords."
Data_Access_Tool,A curated list of locations is supplied to enable common or popular searches Originally: Search for data at common/popular field and flux tower sites
Data_Access_Tool,"As  a user, I can refine my search result based on the service/functionality selected"
Data_Access_Tool,"As a user, I can share my search with colleagues."
Data_Access_Tool,"As a user, i can view historical searches"
Data_Access_Tool,"As a user, I can acquire data via public API"
Data_Access_Tool,"As a user, I can visualize search result browse imagery on a map"
Data_Access_Tool,Visualize environmental indicators on a map and browse imagery
Data_Access_Tool,"As a user, I can visualize data availability on a timeline"
Data_Access_Tool,"As a user, I can visualize data on an interactive map"
Data_Access_Tool,"As a user, I can visualize data as an interactive time series."
Data_Access_Tool,"As a user, I can customize an existing visualization"
Data_Access_Tool,"As a user, i can save my customizations so they persist between sessions"
Data_Access_Tool,"As a user, I can share my visualization with colleagues."
Data_Access_Tool,"As a user, I can download and save visualizations from the tool"
Data_Access_Tool,The UI allows for data spatial subsetting transformations
Data_Access_Tool,The UI allows for data spatial subsetting transformations via region
Data_Access_Tool,The UI allows for data  temporal subsetting transformations?
Data_Access_Tool,The UI allows for data  band/layer/variable subsetting transformations?
Data_Access_Tool,The UI allows the reformatting of output files into other formats.
Data_Access_Tool,"As a user, I can view my transformation history"
Data_Access_Tool,"As a user, I can view my transformation status and progress"
Data_Access_Tool,"As a user, I can visualize my customized data within the UI (e.g. transformations applied)"
Data_Access_Tool,Ability to re-submit the exact same request
Data_Access_Tool,Ability to broker transformation requests to conforming services providers
Data_Access_Tool,"The UI provides access to data quality information- this may be through look up tables, masks, or user guides. originally: Data  are accompanied by the associated data quality information , decoded out of binary format into a human-readable explanation of the quality interpretation for an observation (Quality Lookup Tables provided)"
Data_Access_Tool,"As a user, I can customize my application experience"
Data_Access_Tool,Offer a formal citation for users to easily cite the tool in publications.
Data_Access_Tool,The tool prevents users from applying incompatible combinations
Data_Access_Tool,UI design is responsive (e.g. based on client type).
Data_Access_Tool,"As a user, I can complete all tasks within the tool UX"
Operation_IceBridge_Portal,"As a user, I can search data based on Geospatial areas"
Operation_IceBridge_Portal,"As a user, I can search for data based on Temporal bounds"
Operation_IceBridge_Portal,Search by criteria streamlined to use-based specific needs
Operation_IceBridge_Portal,"As a user, I can search for data based on keywords"
Operation_IceBridge_Portal,"As a user, I can search for data variables based on keywords."
Operation_IceBridge_Portal,A curated list of locations is supplied to enable common or popular searches Originally: Search for data at common/popular field and flux tower sites
Operation_IceBridge_Portal,"As  a user, I can refine my search result based on the service/functionality selected"
Operation_IceBridge_Portal,"As a user, available services (and valid date ranges, etc.) are dynamically listed based on my data and search selections."
Operation_IceBridge_Portal,"As a user, I can share my search with colleagues."
Operation_IceBridge_Portal,"As a user, i can view historical searches"
Operation_IceBridge_Portal,"As a user, I can acquire data via public API"
Operation_IceBridge_Portal,"As a user, I can visualize search result browse imagery on a map"
Operation_IceBridge_Portal,"As a user, I can visualize data availability on a timeline"
Operation_IceBridge_Portal,"As a user, I can visualize data as an interactive time series."
Operation_IceBridge_Portal,"As a user, I can customize an existing visualization"
Operation_IceBridge_Portal,"As a user, I can share my visualization with colleagues."
Operation_IceBridge_Portal,"As a user, I can download and save visualizations from the tool"
Operation_IceBridge_Portal,The UI allows for data spatial subsetting transformations
Operation_IceBridge_Portal,The UI allows for data spatial subsetting transformations via region
Operation_IceBridge_Portal,The UI allows for data  temporal subsetting transformations?
Operation_IceBridge_Portal,The UI allows for data  band/layer/variable subsetting transformations?
Operation_IceBridge_Portal,The UI allows the reformatting of output files into other formats.
Operation_IceBridge_Portal,"As a user, I can view my transformation history"
Operation_IceBridge_Portal,"As a user, I can view my transformation status and progress"
Operation_IceBridge_Portal,"As a user, I can visualize my customized data within the UI (e.g. transformations applied)"
Operation_IceBridge_Portal,Ability to re-submit the exact same request
Operation_IceBridge_Portal,Ability to broker transformation requests to conforming services providers
Operation_IceBridge_Portal,"The UI provides access to data quality information- this may be through look up tables, masks, or user guides. originally: Data  are accompanied by the associated data quality information , decoded out of binary format into a human-readable explanation of the quality interpretation for an observation (Quality Lookup Tables provided)"
Operation_IceBridge_Portal,"As a data provider, I can create discipline-specific portals"
Operation_IceBridge_Portal,"As a user, I can customize my application experience"
Operation_IceBridge_Portal,Offer a formal citation for users to easily cite the tool in publications.
Operation_IceBridge_Portal,The tool prevents users from applying incompatible combinations
Operation_IceBridge_Portal,UI design is responsive (e.g. based on client type).
Operation_IceBridge_Portal,"The candidate/tool can be easily embedded (i.e., without substantial modification) in a web page or application"
Operation_IceBridge_Portal,"As a user, I can complete all tasks within the tool UX"
Operation_IceBridge_Portal,"As a user, I can deep-link to the app, maintaining the entire state"
Vertex,"As  a user, I can refine my search result based on the service/functionality selected"
Vertex,"As a user, I can download and save visualizations from the tool"
Vertex,The UI allows for data spatial subsetting transformations via region
Vertex,The UI allows the reformatting of output files into other formats.
Vertex,"As a data provider, I can create discipline-specific portals"
Vertex,Offer a formal citation for users to easily cite the tool in publications.
Vertex,"The candidate/tool can be easily embedded (i.e., without substantial modification) in a web page or application"
Earthdata_Search,Search by criteria streamlined to use-based specific needs
Earthdata_Search,"As a user, I can visualize data as an interactive time series."
Earthdata_Search,"As a user, I can customize an existing visualization"
Earthdata_Search,"As a user, I can download and save visualizations from the tool"
Earthdata_Search,The UI allows for data spatial subsetting transformations via region
Earthdata_Search,"As a user, I can view my transformation history"
Earthdata_Search,"As a user, I can visualize my customized data within the UI (e.g. transformations applied)"
Earthdata_Search,Offer a formal citation for users to easily cite the tool in publications.
Earthdata_Search,UI design is responsive (e.g. based on client type).
Earthdata_Search,"The candidate/tool can be easily embedded (i.e., without substantial modification) in a web page or application"
SOOT,"As a user, I can search data based on Geospatial areas"
SOOT,Search by criteria streamlined to use-based specific needs
SOOT,"As  a user, I can refine my search result based on the service/functionality selected"
SOOT,"As a user, I can share my search with colleagues."
SOOT,"As a user, i can view historical searches"
SOOT,"As a user, I can acquire data via public API"
SOOT,"As a user, I can visualize search result browse imagery on a map"
SOOT,Visualize environmental indicators on a map and browse imagery
SOOT,"As a user, I can visualize data availability on a timeline"
SOOT,"As a user, I can visualize data on an interactive map"
SOOT,"As a user, I can visualize data as an interactive time series."
SOOT,"As a user, I can customize an existing visualization"
SOOT,"As a user, i can save my customizations so they persist between sessions"
SOOT,"As a user, I can share my visualization with colleagues."
SOOT,"As a user, I can download and save visualizations from the tool"
SOOT,The UI allows for data spatial subsetting transformations
SOOT,The UI allows for data spatial subsetting transformations via region
SOOT,The UI allows for data  temporal subsetting transformations?
SOOT,The UI allows the reformatting of output files into other formats.
SOOT,"As a user, I can view my transformation history"
SOOT,"As a user, I can view my transformation status and progress"
SOOT,"As a user, I can visualize my customized data within the UI (e.g. transformations applied)"
SOOT,Ability to broker transformation requests to conforming services providers
SOOT,"The UI provides access to data quality information- this may be through look up tables, masks, or user guides. originally: Data  are accompanied by the associated data quality information , decoded out of binary format into a human-readable explanation of the quality interpretation for an observation (Quality Lookup Tables provided)"
SOOT,UI design is responsive (e.g. based on client type).
SOOT,"The candidate/tool can be easily embedded (i.e., without substantial modification) in a web page or application"
Airborne_Data_Visualizer,"As a user, I can search and access NASA EOSDIS's available data holdings"
Airborne_Data_Visualizer,"As a user, I can search data based on Geospatial areas"
Airborne_Data_Visualizer,"As a user, I can search for data based on Temporal bounds"
Airborne_Data_Visualizer,Search by criteria streamlined to use-based specific needs
Airborne_Data_Visualizer,"As a user, I can search for data based on keywords"
Airborne_Data_Visualizer,"As a user, I can search for data variables based on keywords."
Airborne_Data_Visualizer,"As a user, I can refine my search results based on multiple criteria"
Airborne_Data_Visualizer,A curated list of locations is supplied to enable common or popular searches Originally: Search for data at common/popular field and flux tower sites
Airborne_Data_Visualizer,"As  a user, I can refine my search result based on the service/functionality selected"
Airborne_Data_Visualizer,"As a user, available services (and valid date ranges, etc.) are dynamically listed based on my data and search selections."
Airborne_Data_Visualizer,"As a user, i can view historical searches"
Airborne_Data_Visualizer,Visualize environmental indicators on a map and browse imagery
Airborne_Data_Visualizer,"As a user, I can visualize data availability on a timeline"
Airborne_Data_Visualizer,"As a user, I can customize an existing visualization"
Airborne_Data_Visualizer,"As a user, i can save my customizations so they persist between sessions"
Airborne_Data_Visualizer,"As a user, I can download and save visualizations from the tool"
Airborne_Data_Visualizer,The UI allows for data spatial subsetting transformations
Airborne_Data_Visualizer,The UI allows for data spatial subsetting transformations via region
Airborne_Data_Visualizer,The UI allows for data  temporal subsetting transformations?
Airborne_Data_Visualizer,The UI allows for data  band/layer/variable subsetting transformations?
Airborne_Data_Visualizer,The UI allows the reformatting of output files into other formats.
Airborne_Data_Visualizer,"As a user, I can view my transformation history"
Airborne_Data_Visualizer,"As a user, I can view my transformation status and progress"
Airborne_Data_Visualizer,"As a user, I can visualize my customized data within the UI (e.g. transformations applied)"
Airborne_Data_Visualizer,Ability to re-submit the exact same request
Airborne_Data_Visualizer,Ability to broker transformation requests to conforming services providers
Airborne_Data_Visualizer,"The UI provides access to data quality information- this may be through look up tables, masks, or user guides. originally: Data  are accompanied by the associated data quality information , decoded out of binary format into a human-readable explanation of the quality interpretation for an observation (Quality Lookup Tables provided)"
Airborne_Data_Visualizer,"As a data provider, I can create discipline-specific portals"
Airborne_Data_Visualizer,"As a user, I can customize my application experience"
Airborne_Data_Visualizer,The tool prevents users from applying incompatible combinations
Airborne_Data_Visualizer,UI design is responsive (e.g. based on client type).
Airborne_Data_Visualizer,"The candidate/tool can be easily embedded (i.e., without substantial modification) in a web page or application"
Airborne_Data_Visualizer,"As a user, I can deep-link to the app, maintaining the entire state"
Giovanni,"As a user, I can search for data based on Temporal bounds"
Giovanni,Search by criteria streamlined to use-based specific needs
Giovanni,"As a user, I can visualize search result browse imagery on a map"
Worldview,"As a user, I can search data based on Geospatial areas"
Worldview,"As a user, I can search for data based on Temporal bounds"
Worldview,A curated list of locations is supplied to enable common or popular searches Originally: Search for data at common/popular field and flux tower sites
Worldview,"As  a user, I can refine my search result based on the service/functionality selected"
Worldview,"As a user, I can acquire data via direct download in the UI"
Worldview,The UI allows for data spatial subsetting transformations
Worldview,The UI allows for data spatial subsetting transformations via region
Worldview,The UI allows for data  temporal subsetting transformations?
Worldview,The UI allows for data  band/layer/variable subsetting transformations?
Worldview,The UI allows the reformatting of output files into other formats.
Worldview,"As a user, I can view my transformation history"
Worldview,"As a user, I can view my transformation status and progress"
Worldview,"As a user, I can visualize my customized data within the UI (e.g. transformations applied)"
Worldview,Ability to re-submit the exact same request
Worldview,Ability to broker transformation requests to conforming services providers
Worldview,"As a user, I can complete all tasks within the tool UX"
